city,year,weekofyear,total_cases
sj,2008,18,4
sj,2008,19,3
sj,2008,20,9
sj,2008,21,11
sj,2008,22,11
sj,2008,23,15
sj,2008,24,8
sj,2008,25,9
sj,2008,26,9
sj,2008,27,11
sj,2008,28,11
sj,2008,29,12
sj,2008,30,14
sj,2008,31,17
sj,2008,32,34
sj,2008,33,51
sj,2008,34,27
sj,2008,35,24
sj,2008,36,113
sj,2008,37,67
sj,2008,38,28
sj,2008,39,46
sj,2008,40,85
sj,2008,41,31
sj,2008,42,60
sj,2008,43,32
sj,2008,44,31
sj,2008,45,26
sj,2008,46,26
sj,2008,47,30
sj,2008,48,29
sj,2008,49,41
sj,2008,50,27
sj,2008,51,63
sj,2008,52,15
sj,2009,1,20
sj,2009,2,15
sj,2009,3,22
sj,2009,4,18
sj,2009,5,31
sj,2009,6,9
sj,2009,7,13
sj,2009,8,13
sj,2009,9,9
sj,2009,10,8
sj,2009,11,8
sj,2009,12,6
sj,2009,13,6
sj,2009,14,7
sj,2009,15,4
sj,2009,16,7
sj,2009,17,7
sj,2009,18,4
sj,2009,19,4
sj,2009,20,9
sj,2009,21,5
sj,2009,22,7
sj,2009,23,6
sj,2009,24,9
sj,2009,25,8
sj,2009,26,8
sj,2009,27,12
sj,2009,28,18
sj,2009,29,12
sj,2009,30,15
sj,2009,31,27
sj,2009,32,35
sj,2009,33,28
sj,2009,34,47
sj,2009,35,54
sj,2009,36,75
sj,2009,37,35
sj,2009,38,45
sj,2009,39,38
sj,2009,40,75
sj,2009,41,81
sj,2009,42,85
sj,2009,43,24
sj,2009,44,63
sj,2009,45,41
sj,2009,46,30
sj,2009,47,42
sj,2009,48,34
sj,2009,49,36
sj,2009,50,20
sj,2009,51,38
sj,2009,52,49
sj,2010,53,13
sj,2010,1,37
sj,2010,2,20
sj,2010,3,32
sj,2010,4,22
sj,2010,5,18
sj,2010,6,14
sj,2010,7,15
sj,2010,8,18
sj,2010,9,14
sj,2010,10,17
sj,2010,11,12
sj,2010,12,11
sj,2010,13,15
sj,2010,14,8
sj,2010,15,4
sj,2010,16,5
sj,2010,17,14
sj,2010,18,9
sj,2010,19,6
sj,2010,20,10
sj,2010,21,7
sj,2010,22,32
sj,2010,23,30
sj,2010,24,32
