city,year,weekofyear,total_cases
sj,2008,18,3
sj,2008,19,3
sj,2008,20,8
sj,2008,21,10
sj,2008,22,9
sj,2008,23,13
sj,2008,24,7
sj,2008,25,8
sj,2008,26,8
sj,2008,27,9
sj,2008,28,10
sj,2008,29,10
sj,2008,30,13
sj,2008,31,15
sj,2008,32,31
sj,2008,33,45
sj,2008,34,24
sj,2008,35,21
sj,2008,36,102
sj,2008,37,60
sj,2008,38,25
sj,2008,39,41
sj,2008,40,76
sj,2008,41,28
sj,2008,42,53
sj,2008,43,29
sj,2008,44,28
sj,2008,45,23
sj,2008,46,23
sj,2008,47,27
sj,2008,48,26
sj,2008,49,37
sj,2008,50,24
sj,2008,51,57
sj,2008,52,13
sj,2009,1,18
sj,2009,2,13
sj,2009,3,20
sj,2009,4,16
sj,2009,5,28
sj,2009,6,8
sj,2009,7,11
sj,2009,8,11
sj,2009,9,8
sj,2009,10,7
sj,2009,11,7
sj,2009,12,5
sj,2009,13,5
sj,2009,14,6
sj,2009,15,4
sj,2009,16,6
sj,2009,17,6
sj,2009,18,4
sj,2009,19,3
sj,2009,20,8
sj,2009,21,4
sj,2009,22,6
sj,2009,23,5
sj,2009,24,8
sj,2009,25,7
sj,2009,26,6
sj,2009,27,11
sj,2009,28,16
sj,2009,29,11
sj,2009,30,13
sj,2009,31,24
sj,2009,32,31
sj,2009,33,25
sj,2009,34,42
sj,2009,35,49
sj,2009,36,68
sj,2009,37,31
sj,2009,38,41
sj,2009,39,34
sj,2009,40,68
sj,2009,41,73
sj,2009,42,76
sj,2009,43,21
sj,2009,44,56
sj,2009,45,37
sj,2009,46,27
sj,2009,47,38
sj,2009,48,30
sj,2009,49,32
sj,2009,50,18
sj,2009,51,34
sj,2009,52,44
sj,2010,53,11
sj,2010,1,33
sj,2010,2,18
sj,2010,3,29
sj,2010,4,19
sj,2010,5,16
sj,2010,6,13
sj,2010,7,13
sj,2010,8,15
sj,2010,9,12
sj,2010,10,15
sj,2010,11,10
sj,2010,12,10
sj,2010,13,13
sj,2010,14,7
sj,2010,15,3
sj,2010,16,5
sj,2010,17,13
sj,2010,18,8
sj,2010,19,5
sj,2010,20,8
sj,2010,21,6
sj,2010,22,28
sj,2010,23,27
sj,2010,24,28
sj,2010,25,30
sj,2010,26,37
sj,2010,27,41
sj,2010,28,31
sj,2010,29,33
sj,2010,30,29
sj,2010,31,34
sj,2010,32,57
sj,2010,33,44
sj,2010,34,77
sj,2010,35,85
sj,2010,36,110
sj,2010,37,49
sj,2010,38,27
sj,2010,39,24
sj,2010,40,28
sj,2010,41,56
sj,2010,42,30
sj,2010,43,34
sj,2010,44,39
sj,2010,45,43
sj,2010,46,40
sj,2010,47,39
sj,2010,48,19
sj,2010,49,22
sj,2010,50,18
sj,2010,51,16
sj,2011,52,33
sj,2011,1,18
sj,2011,2,32
sj,2011,3,19
sj,2011,4,21
sj,2011,5,16
sj,2011,6,12
sj,2011,7,9
sj,2011,8,8
sj,2011,9,10
sj,2011,10,5
sj,2011,11,7
sj,2011,12,7
sj,2011,13,8
sj,2011,14,10
sj,2011,15,8
sj,2011,16,7
sj,2011,17,3
sj,2011,18,5
sj,2011,19,5
sj,2011,20,14
sj,2011,21,10
sj,2011,22,11
sj,2011,23,11
sj,2011,24,34
sj,2011,25,27
sj,2011,26,15
sj,2011,27,31
sj,2011,28,25
sj,2011,29,9
sj,2011,30,34
sj,2011,31,18
sj,2011,32,89
sj,2011,33,28
sj,2011,34,147
sj,2011,35,38
sj,2011,36,27
sj,2011,37,42
sj,2011,38,25
sj,2011,39,29
sj,2011,40,34
sj,2011,41,31
sj,2011,42,27
sj,2011,43,19
sj,2011,44,19
sj,2011,45,21
sj,2011,46,24
sj,2011,47,34
sj,2011,48,31
sj,2011,49,31
sj,2011,50,61
sj,2011,51,21
sj,2012,52,29
sj,2012,1,22
sj,2012,2,16
sj,2012,3,16
sj,2012,4,18
sj,2012,5,14
sj,2012,6,11
sj,2012,7,7
sj,2012,8,10
sj,2012,9,6
sj,2012,10,6
sj,2012,11,6
sj,2012,12,5
sj,2012,13,6
sj,2012,14,7
sj,2012,15,5
sj,2012,16,7
sj,2012,17,6
sj,2012,18,7
sj,2012,19,7
sj,2012,20,11
sj,2012,21,5
sj,2012,22,9
sj,2012,23,12
sj,2012,24,12
sj,2012,25,26
sj,2012,26,19
sj,2012,27,10
sj,2012,28,9
sj,2012,29,11
sj,2012,30,28
sj,2012,31,15
sj,2012,32,28
sj,2012,33,44
sj,2012,34,32
sj,2012,35,24
sj,2012,36,35
sj,2012,37,70
sj,2012,38,70
sj,2012,39,52
sj,2012,40,36
sj,2012,41,25
sj,2012,42,43
sj,2012,43,32
sj,2012,44,47
sj,2012,45,61
sj,2012,46,37
sj,2012,47,31
sj,2012,48,17
sj,2012,49,30
sj,2012,50,25
sj,2012,51,21
sj,2013,1,24
sj,2013,2,21
sj,2013,3,14
sj,2013,4,13
sj,2013,5,19
sj,2013,6,12
sj,2013,7,11
sj,2013,8,8
sj,2013,9,6
sj,2013,10,13
sj,2013,11,8
sj,2013,12,3
sj,2013,13,9
sj,2013,14,8
sj,2013,15,11
sj,2013,16,6
sj,2013,17,4
iq,2010,26,3
iq,2010,27,3
iq,2010,28,3
iq,2010,29,3
iq,2010,30,3
iq,2010,31,3
iq,2010,32,3
iq,2010,33,3
iq,2010,34,3
iq,2010,35,3
iq,2010,36,3
iq,2010,37,3
iq,2010,38,8
iq,2010,39,3
iq,2010,40,10
iq,2010,41,3
iq,2010,42,5
iq,2010,43,7
iq,2010,44,6
iq,2010,45,9
iq,2010,46,4
iq,2010,47,7
iq,2010,48,6
iq,2010,49,3
iq,2010,50,11
iq,2010,51,5
iq,2011,52,13
iq,2011,1,11
iq,2011,2,8
iq,2011,3,4
iq,2011,4,5
iq,2011,5,3
iq,2011,6,3
iq,2011,7,8
iq,2011,8,6
iq,2011,9,8
iq,2011,10,3
iq,2011,11,4
iq,2011,12,4
iq,2011,13,3
iq,2011,14,3
iq,2011,15,3
iq,2011,16,3
iq,2011,17,3
iq,2011,18,3
iq,2011,19,3
iq,2011,20,3
iq,2011,21,7
iq,2011,22,3
iq,2011,23,3
iq,2011,24,3
iq,2011,25,3
iq,2011,26,3
iq,2011,27,3
iq,2011,28,3
iq,2011,29,3
iq,2011,30,3
iq,2011,31,3
iq,2011,32,3
iq,2011,33,3
iq,2011,34,3
iq,2011,35,3
iq,2011,36,3
iq,2011,37,3
iq,2011,38,3
iq,2011,39,3
iq,2011,40,3
iq,2011,41,3
iq,2011,42,5
iq,2011,43,7
iq,2011,44,5
iq,2011,45,5
iq,2011,46,7
iq,2011,47,5
iq,2011,48,6
iq,2011,49,7
iq,2011,50,14
iq,2011,51,13
iq,2012,52,3
iq,2012,1,9
iq,2012,2,3
iq,2012,3,7
iq,2012,4,3
iq,2012,5,4
iq,2012,6,9
iq,2012,7,7
iq,2012,8,5
iq,2012,9,3
iq,2012,10,3
iq,2012,11,3
iq,2012,12,3
iq,2012,13,5
iq,2012,14,3
iq,2012,15,3
iq,2012,16,6
iq,2012,17,3
iq,2012,18,3
iq,2012,19,3
iq,2012,20,3
iq,2012,21,3
iq,2012,22,3
iq,2012,23,3
iq,2012,24,3
iq,2012,25,3
iq,2012,26,3
iq,2012,27,3
iq,2012,28,3
iq,2012,29,3
iq,2012,30,3
iq,2012,31,3
iq,2012,32,3
iq,2012,33,3
iq,2012,34,3
iq,2012,35,3
iq,2012,36,3
iq,2012,37,3
iq,2012,38,3
iq,2012,39,4
iq,2012,40,4
iq,2012,41,3
iq,2012,42,4
iq,2012,43,6
iq,2012,44,5
iq,2012,45,7
iq,2012,46,10
iq,2012,47,13
iq,2012,48,6
iq,2012,49,7
iq,2012,50,8
iq,2012,51,3
iq,2013,1,6
iq,2013,2,3
