city,year,weekofyear,total_cases
sj,2008,18,7
sj,2008,19,22
sj,2008,20,10
sj,2008,21,20
sj,2008,22,5
sj,2008,23,40
sj,2008,24,8
sj,2008,25,39
sj,2008,26,11
sj,2008,27,3
sj,2008,28,5
sj,2008,29,5
sj,2008,30,33
sj,2008,31,8
sj,2008,32,12
sj,2008,33,19
sj,2008,34,3
sj,2008,35,56
sj,2008,36,15
sj,2008,37,12
sj,2008,38,11
sj,2008,39,9
sj,2008,40,5
sj,2008,41,133
sj,2008,42,10
sj,2008,43,7
sj,2008,44,5
sj,2008,45,65
sj,2008,46,34
sj,2008,47,10
sj,2008,48,36
sj,2008,49,3
sj,2008,50,59
sj,2008,51,43
sj,2008,52,6
sj,2009,1,5
sj,2009,2,7
sj,2009,3,65
sj,2009,4,4
sj,2009,5,8
sj,2009,6,31
sj,2009,7,15
sj,2009,8,6
sj,2009,9,3
sj,2009,10,6
sj,2009,11,14
sj,2009,12,10
sj,2009,13,11
sj,2009,14,4
sj,2009,15,5
sj,2009,16,27
sj,2009,17,18
sj,2009,18,13
sj,2009,19,22
sj,2009,20,61
sj,2009,21,16
sj,2009,22,6
sj,2009,23,59
sj,2009,24,3
sj,2009,25,15
sj,2009,26,6
sj,2009,27,59
sj,2009,28,3
sj,2009,29,11
sj,2009,30,78
sj,2009,31,5
sj,2009,32,14
sj,2009,33,12
sj,2009,34,7
sj,2009,35,18
sj,2009,36,4
sj,2009,37,15
sj,2009,38,105
sj,2009,39,11
sj,2009,40,21
sj,2009,41,61
sj,2009,42,7
sj,2009,43,8
sj,2009,44,68
sj,2009,45,10
sj,2009,46,4
sj,2009,47,26
sj,2009,48,8
sj,2009,49,35
sj,2009,50,10
sj,2009,51,38
sj,2009,52,40
sj,2010,53,12
sj,2010,1,15
sj,2010,2,56
sj,2010,3,62
sj,2010,4,22
sj,2010,5,129
sj,2010,6,6
sj,2010,7,45
sj,2010,8,10
sj,2010,9,35
sj,2010,10,81
sj,2010,11,35
sj,2010,12,9
sj,2010,13,114
sj,2010,14,8
sj,2010,15,11
sj,2010,16,15
sj,2010,17,14
sj,2010,18,57
sj,2010,19,102
sj,2010,20,4
sj,2010,21,33
sj,2010,22,22
sj,2010,23,49
sj,2010,24,23
sj,2010,25,11
sj,2010,26,154
sj,2010,27,3
sj,2010,28,8
sj,2010,29,41
sj,2010,30,24
sj,2010,31,12
sj,2010,32,7
sj,2010,33,15
sj,2010,34,14
sj,2010,35,15
sj,2010,36,11
sj,2010,37,86
sj,2010,38,38
sj,2010,39,37
sj,2010,40,24
sj,2010,41,17
sj,2010,42,48
sj,2010,43,51
sj,2010,44,6
sj,2010,45,101
sj,2010,46,4
sj,2010,47,8
sj,2010,48,38
sj,2010,49,18
sj,2010,50,22
sj,2010,51,3
sj,2011,52,9
sj,2011,1,29
sj,2011,2,12
sj,2011,3,4
sj,2011,4,9
sj,2011,5,3
sj,2011,6,43
sj,2011,7,6
sj,2011,8,8
sj,2011,9,69
sj,2011,10,18
sj,2011,11,62
sj,2011,12,11
sj,2011,13,3
sj,2011,14,18
sj,2011,15,16
sj,2011,16,15
sj,2011,17,10
sj,2011,18,12
sj,2011,19,2
sj,2011,20,82
sj,2011,21,12
sj,2011,22,25
sj,2011,23,101
sj,2011,24,14
sj,2011,25,13
sj,2011,26,4
sj,2011,27,12
sj,2011,28,7
sj,2011,29,12
sj,2011,30,65
sj,2011,31,18
sj,2011,32,7
sj,2011,33,14
sj,2011,34,79
sj,2011,35,6
sj,2011,36,52
sj,2011,37,11
sj,2011,38,26
sj,2011,39,32
sj,2011,40,46
sj,2011,41,3
sj,2011,42,59
sj,2011,43,94
sj,2011,44,7
sj,2011,45,11
sj,2011,46,29
sj,2011,47,13
sj,2011,48,56
sj,2011,49,50
sj,2011,50,8
sj,2011,51,5
sj,2012,52,13
sj,2012,1,17
sj,2012,2,49
sj,2012,3,125
sj,2012,4,11
sj,2012,5,38
sj,2012,6,29
sj,2012,7,46
sj,2012,8,3
sj,2012,9,51
sj,2012,10,32
sj,2012,11,7
sj,2012,12,60
sj,2012,13,39
sj,2012,14,9
sj,2012,15,50
sj,2012,16,18
sj,2012,17,23
sj,2012,18,17
sj,2012,19,21
sj,2012,20,20
sj,2012,21,7
sj,2012,22,10
sj,2012,23,12
sj,2012,24,24
sj,2012,25,5
sj,2012,26,45
sj,2012,27,30
sj,2012,28,29
sj,2012,29,4
sj,2012,30,36
